responseTime:vector Net.sys (#0 - Net1-0-20230829-18:31:09-1522),
0.994294286139,0.357594682486000013
1.656929599629,0.301381685188999991
3.115672872791,0.27244158869099999
4.616294951202,0.211827398393999998
6.230585853716,0.322947057545999948
6.908037542274,0.218793604988999966
7.52323296914,0.445886500877999967
7.7149537298,0.308372214954000021
8.110816246514,0.449549818995000015
8.592647628543,1.23277384897100006
8.857095089309,0.676271583189000045
9.802614748258,0.284022281877999937
10.504496836771,0.462798316613999947
10.540014866126,0.099218738755999985
11.931056187274,0.04356464848399999
12.226863135344,0.01010919956
13.46875386385,0.416309921420000005
13.857832242295,0.437989790060999915
16.374984467803,0.435006072627999949
16.864293639251,0.803330561144000029
18.093256132755,0.399579281918999938
18.437783870377,0.230739681398999972
19.888510436718,0.390264587825999929
20.145354597724,0.059137211879999998
21.314929047708,0.319960508495999994
22.086827343741,0.071676642749999991
23.185342116333,0.472334459307999996
23.590599547888,0.260924164088999986
24.674098098433,0.207330970558999959
24.80637590414,0.25005184776
25.456796661257,0.387116843252000018
25.684871829236,0.450229385606999985
26.587091565491,0.284216974162999956
26.596486464502,0.098373080584999994
26.923153556176,0.308817750424999925
27.233800315523,0.306047861230999916
27.542267314849,0.484805668999999994
28.01414135249,0.755526160981
28.355051501413,0.705590670457999943
29.692345481356,0.179753951029999968
30.209304368113,0.218515976331999982
31.099199656288,0.348815597709999923
32.641577641183,0.030112733249999995
33.028497244192,0.33338335563900001
35.830603772967,0.335318936850000025
36.44754342214,0.105191280833
36.556756143295,0.064463149174000005
37.004730391845,0.157714174827999986
38.140105755555,0.181855386705000009
38.992198004643,0.285098387975999955
39.240890419207,0.219300756696999997
39.73507733513,0.682141147489999873
39.908655395181,0.051022403408000002
42.516428684707,0.104438379290999999
43.338906191682,0.080654755583999981
44.391220993465,0.326554161030999988
48.479392913287,0.126645800657999962
49.283435181936,0.233155386405999975
49.600544331224,0.122212794026999998
50.07284113172,0.079484793240999995
50.830035167318,0.055187569581999995
51.43301337767,0.328164795996000012
52.072474697655,0.069091474753999987
52.40691907595,0.098291178349999979
53.69829874708,0.184362582861999967
56.314184693155,0.410496615454999933
56.821254217979,0.048550635575999992
57.240226671314,0.456591426166000012
57.611765993032,0.048049200558999999
58.947798017687,0.488229732610999998
61.55276458211,0.234325599157999997
63.491076568987,0.488380545400999953
63.87518565726,0.302422759006999996
64.244817447932,0.626193008540000037
64.264411342414,0.16582939370899996
64.405814822148,0.29108077092599993
64.64113504461,0.060098282293999993
67.842362960239,0.148070099646999963
68.109992287272,0.059363857143999998
68.734137044269,0.15899158664999996
69.715775773044,0.207131494185999964
71.240107786969,0.032073750509999998
73.557399522602,0.346236059674999928
73.840700246832,0.434020425439999967
74.205649379798,0.132694745552999981
75.937171078713,0.261624026462000002
76.29151565502,0.046970252995000002
78.520984535191,0.287973247584999979
80.729902992891,0.464648098917999961
80.795801923894,0.193337711094999974
80.955086401365,0.62041512152
81.288791589489,0.693847977220999998
82.438489932525,0.358163598924999935
83.058453902431,0.144703045486999969
84.478372515867,0.091595681733000005
84.926047479654,0.293256466509999923
85.048604887022,0.010053775272999998
86.096859045752,0.41447001416200002
86.099206786795,0.272615953616999972
86.534883819666,0.338908269651999936
86.66988780399,0.347239048991999975
87.364712190936,0.367597010218999929
88.451416375924,0.481094272457999958
88.575792945799,0.333193451744999923
88.985001484783,0.288078667944999921
90.121763307503,0.296020963228999955
90.515343340292,0.286125950747999956
92.15174506556,0.111540815326999997
93.33150573887,0.476374504621999925
94.855899442292,0.223562689265000002
95.967227456909,0.423204333056000024
96.370866278056,0.349739638738999934
99.244250381742,0.148718475829999973
99.651149291572,0.456796067769999922
100.558060940074,0.198252869421000009
